 app expId t_click TDT AFT Last_Visual_Change flow t_start t_end KB critical
0 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 b-graph.facebook.com:39122 0.0 0.309 3.424 False
1 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 b-graph.facebook.com:39123 0.037671 0.254671 0.076 False
2 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 0.375023 0.858023 2.177 True
3 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 scontent-lht6-1.xx.fbcdn.net:43701 0.915036 1.064036 8.862 False
4 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 1.26958 1.3465799999999999 6.046 True
5 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 scontent-lhr3-1.xx.fbcdn.net:47728 1.647348 1.795348 0.076 False
6 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 scontent-lhr3-1.xx.fbcdn.net:47729 1.667189 2.131189 32.983 False
7 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 scontent-lhr3-1.xx.fbcdn.net:47730 1.6846290000000002 1.864629 0.117 False
8 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 1.740078 1.740078 0.371 True
9 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 2.059933 2.059933 2.325 True
10 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 b-graph.facebook.com:39122 2.60148 2.60748 3.902 False
11 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 scontent-lhr3-1.xx.fbcdn.net:47729 3.057132 3.1171320000000002 4.836 False
12 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 external-lhr3-1.xx.fbcdn.net:47731 3.177712 3.360712 49.642 False
13 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 3.301783 3.366783 0.345 True
14 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 b-graph.facebook.com:39122 3.4114459999999998 3.885446 49.717 False
15 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 4.505867 4.603867 0.781 True
16 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 scontent-lhr3-1.xx.fbcdn.net:47729 4.510255 4.555255 3.927 False
17 com.facebook.katana 1 12.47000002861023 15.832 15.373999818801881 15.39099981880188 graph.facebook.com:57190 4.892923 5.538923 4.212 True
