 app expId t_click TDT AFT Last_Visual_Change flow t_start t_end KB critical
0 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45320 0.0 0.196 0.766 False
1 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45321 0.000864 0.278864 1.487 False
2 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45322 0.059741 0.262741 0.943 False
3 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45323 0.1676 0.3386 1.503 False
4 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-frt3-2.cdninstagram.com:38040 0.205342 0.421342 29.374 False
5 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45325 0.369199 0.522199 0.83 False
6 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 graph.facebook.com:41073 0.376024 0.869024 2.452 False
7 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45327 0.379886 0.554886 0.832 False
8 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 android.clients.google.com:44186 0.496734 0.782734 1.409 False
9 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 mqtt-mini.facebook.com:33768 0.626033 0.967033 0.385 False
10 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45328 0.805796 0.962796 1.246 False
11 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 mqtt-mini.facebook.com:33768 1.263513 1.467513 0.576 False
12 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45327 4.112159 4.1131590000000005 2.693 False
13 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45328 4.743557 4.807557 3.838 False
14 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45325 5.143595 5.152595000000001 2.531 False
15 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45328 5.393607 5.393607 2.197 False
16 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45320 6.021129 6.073129 30.848 False
17 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45322 6.093509 6.093509 2.377 False
18 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47263 6.213798 6.593798 136.377 True
19 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47264 6.214182 6.723182 86.526 True
20 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47265 6.214514 14.974514 6965.802 True
21 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47266 6.214843 6.753843 14.647 True
22 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47267 6.21539 6.61939 13.003 True
23 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45323 6.304095 6.304095 2.468 False
24 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45321 7.573914 7.767914 18.179 False
25 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45323 7.7867809999999995 7.7867809999999995 0.834 False
26 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45322 7.789214 7.789214 1.091 False
27 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45320 7.790597 7.790597 0.818 False
28 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45328 7.791978 7.791978 0.825 False
29 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45325 7.793261 7.793261 1.028 False
30 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 i.instagram.com:45334 7.794626 8.273626 0.0 False
31 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47266 7.821713 7.821713 0.468 True
32 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47264 7.823139 7.823139 0.469 True
33 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47267 7.824539 7.824539 0.469 True
34 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47263 7.902896 8.322896 84.638 True
35 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47266 8.075449 8.627449 85.554 True
36 com.instagram.android 1 13.579999923706055 14.901 13.02999997138977 13.02999997138977 scontent-lht6-1.cdninstagram.com:47264 8.075569 8.494569 162.949 True
