 app expId t_click TDT AFT Last_Visual_Change flow t_start t_end KB critical
0 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 graph.facebook.com:42973 0.0 0.408 1.489 False
1 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 apresolve.spotify.com...1550068297 0.7420430183410645 9.899556159973145 0.00035099999999999997 False
2 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 android.clients.google.com:35418 0.853009 1.210009 2.38 False
3 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 app.adjust.com:50282 0.915118 1.269118 1.524 False
4 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 app.adjust.com:37391 6.350743 6.555743 0.859 False
5 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 app.adjust.com:49036 7.6018360000000005 7.840836 0.859 False
6 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 app.adjust.com:55768 8.936812 9.191812 0.845 False
7 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 graph.facebook.com:56125 10.81608 11.359079999999999 1.025 False
8 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 app.adjust.com:38120 10.959658 11.207657999999999 1.496 False
9 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 d1yypvapi0ho9y.cloudfront.net...lease.json 11.120939016342163 11.26297903060913 0.0013160000000000001 False
10 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 i.scdn.co...1f5ffdc7e8 11.243380069732666 11.359734058380127 0.029275 True
11 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 i.scdn.co...3877f1c9a4 11.263320207595825 11.397971153259277 0.045683999999999995 True
12 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 i.scdn.co...26da6bdc81 11.309913158416748 13.743575096130371 0.053065 True
13 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 i.scdn.co...3572ae2c35 11.309913158416748 13.743575096130371 0.053065 True
14 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 charts-images.scdn.co:39775 12.963955 13.321955 20.644 False
15 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 pl.scdn.co:39753 12.964129 13.333129 22.327 False
16 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 pl.scdn.co:44003 12.975205 13.327205000000001 22.486 False
17 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 graph.facebook.com:56125 13.324661 13.383661 0.041 False
18 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 i.scdn.co...f78baf1a66 11.309913158416748 13.743575096130371 0.053065 True
19 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 app.adjust.com:58342 18.811908 19.025907999999998 1.599 False
20 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 pl.scdn.co:39753 18.945118 19.098118 54.408 False
21 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 pl.scdn.co:44003 18.948525 19.025525000000002 30.747 False
22 com.spotify.music 1 18.05999994277954 19.188 19.240000019073488 19.240000019073488 pl.scdn.co:35064 19.00173 19.21173 27.441 False
23 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 graph.facebook.com:39977 0.0 0.423 1.489 False
24 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 apresolve.spotify.com...1550068362 0.9137771129608154 26.01729917526245 0.000641 False
25 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 app.adjust.com:51642 11.533095 11.902095 1.496 False
26 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 graph.facebook.com:48389 11.550547 12.055547 0.998 False
27 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 i.scdn.co...1f5ffdc7e8 12.10172700881958 12.197578191757202 0.029271000000000002 True
28 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 i.scdn.co...3877f1c9a4 12.216612100601196 12.333534002304077 0.045681 True
29 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 i.scdn.co...26da6bdc81 12.233254194259644 14.533964157104492 0.053052999999999996 True
30 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 i.scdn.co...3572ae2c35 12.233254194259644 14.533964157104492 0.053052999999999996 True
31 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 charts-images.scdn.co:55941 13.445767 13.704767 20.644 False
32 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 pl.scdn.co:32991 13.44607 13.74407 22.481 False
33 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 pl.scdn.co:51239 13.454216 13.775216 22.35 False
34 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 graph.facebook.com:48389 13.707984 13.773984 0.041 False
35 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 i.scdn.co...f78baf1a66 12.233254194259644 14.533964157104492 0.053052999999999996 True
36 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 app.adjust.com:54738 19.401643 19.619643 1.599 False
37 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 pl.scdn.co:32991 19.549131 19.704131 54.403 False
38 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 pl.scdn.co:51239 19.554438 19.646438 30.745 False
39 com.spotify.music 2 18.97000002861023 19.803 20.110999837875365 20.110999837875365 pl.scdn.co:59746 19.572934 19.831934 27.441 False
40 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 graph.facebook.com:33273 0.0 0.396 1.489 False
41 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 apresolve.spotify.com...1550068427 1.2040231227874756 10.930344104766846 0.00035099999999999997 False
42 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 app.adjust.com:35967 11.21711 11.54211 1.497 False
43 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 graph.facebook.com:40109 11.271208 11.798207999999999 1.02 False
44 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 i.scdn.co...1f5ffdc7e8 12.618881225585938 12.71327805519104 0.029272 True
45 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 i.scdn.co...3877f1c9a4 12.618980169296265 12.745501041412354 0.045682 True
46 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 i.scdn.co...26da6bdc81 12.64323115348816 14.414690017700195 0.053056 True
47 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 i.scdn.co...3572ae2c35 12.64323115348816 14.414690017700195 0.053056 True
48 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 charts-images.scdn.co:47455 13.067376 13.355376 20.642 False
49 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 pl.scdn.co:52276 13.078313 13.311313 22.326 False
50 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 pl.scdn.co:43914 13.079998 13.338998 22.482 False
51 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 graph.facebook.com:40109 13.314907 13.400907 0.041 False
52 com.spotify.music 3 19.34999990463257 19.937 20.58299997138977 20.58299997138977 i.scdn.co...f78baf1a66 12.64323115348816 14.414690017700195 0.053056 True
