 app expId t_click TDT AFT Last_Visual_Change flow t_start t_end KB critical
0 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:37566 0.0 0.501 0.196 True
1 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 mobile.twitter.com:53766 0.000803 0.653803 3.037 False
2 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 twitter.com:38253 0.226843 0.604843 2.207 False
3 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 0.232689 1.6166889999999998 12.976 True
4 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 video.twimg.com:41323 0.241589 0.616589 0.568 False
5 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 pbs.twimg.com:38690 0.241613 0.500613 0.789 False
6 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:34796 0.355577 0.520577 0.196 True
7 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 accounts.google.com:53097 0.702561 1.161561 3.298 False
8 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 1.924663 1.924663 0.499 True
9 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 twitter.com:38253 2.264193 3.038193 6.073 False
10 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 2.300034 2.535034 107.02 True
11 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 3.705185 4.253185 3.255 True
12 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:44294 3.718863 4.034863 4.765 True
13 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:59401 3.720757 4.063757 1.57 True
14 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:44294 4.290661 4.503661 4.569 True
15 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 twitter.com:38253 4.297484 4.504484 1.687 False
16 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 4.520695 5.408695 5.262 True
17 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 twitter.com:38253 5.032299 5.234299 1.222 False
18 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 13.466048 13.909048 4.177 True
19 com.twitter.android 1 12.77999997138977 13.904 13.871000019073486 14.307000019073486 api.twitter.com:55007 14.895651 15.122651000000001 1.593 True
20 com.twitter.android 2 13.480000019073486 15.722 14.506999866485597 15.884999866485597 video.twimg.com:48442 0.0 0.319 0.57 False
21 com.twitter.android 2 13.480000019073486 15.722 14.506999866485597 15.884999866485597 api.twitter.com:39446 8e-05 0.28808 0.196 True
22 com.twitter.android 2 13.480000019073486 15.722 14.506999866485597 15.884999866485597 pbs.twimg.com:49690 0.000107 0.31810700000000003 0.634 False
23 com.twitter.android 2 13.480000019073486 15.722 14.506999866485597 15.884999866485597 api.twitter.com:36331 0.000146 0.5761459999999999 4.894 True
24 com.twitter.android 2 13.480000019073486 15.722 14.506999866485597 15.884999866485597 mobile.twitter.com:54581 0.000606 0.476606 3.041 False
